date,season,home_team,away_team,home_pts,away_pts,home_diff,arena,lat,lon,capacity,team_key,elo_home_pre,elo_away_pre,elo_delta_pre,elo_exp_home_win,expected_margin_neutral,residual_margin
2021-11-20,2021,Portland Trail Blazers,Philadelphia 76ers,118,111,7,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1503.6963817197532,1521.7630834535537,-18.066701733800528,0.4740233357392723,0.9,6.1
2021-11-20,2021,Milwaukee Bucks,Orlando Magic,117,108,9,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1504.1587990875107,1414.4473734397125,89.71142564779825,0.6263103742221364,5.55,3.45
2021-11-20,2021,Atlanta Hawks,Charlotte Hornets,115,105,10,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1496.4860459371948,1507.2632075992283,-10.77716166203345,0.4844953900998783,1.21,8.79
2021-11-20,2021,Indiana Pacers,New Orleans Pelicans,111,94,17,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1481.8546564253404,1412.985426019947,68.86923040539341,0.5978327914879245,4.65,12.35
2021-11-20,2021,Washington Wizards,Miami Heat,103,100,3,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1531.1583440508239,1574.886600517239,-43.72825646641513,0.43740017449809,-0.21,3.21
2021-11-20,2021,New York Knicks,Houston Rockets,106,99,7,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1498.8661638682097,1374.9417773627422,123.92438650546751,0.6711445205507507,7.03,-0.03
2021-11-20,2021,Minnesota Timberwolves,Memphis Grizzlies,138,95,43,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1485.6691402884442,1483.0665819960811,2.602558292363028,0.5037453124032665,1.79,41.21
2021-11-21,2021,LA Clippers,Dallas Mavericks,97,91,6,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1527.4817667808888,1504.0633419852254,23.41842479566344,0.5336508763631929,2.69,3.31
2021-11-21,2021,Detroit Pistons,Los Angeles Lakers,116,121,-5,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1419.6255077966941,1444.3894016147474,-24.763893818053248,0.46442212039061825,0.61,-5.61
2021-11-21,2021,Chicago Bulls,New York Knicks,109,103,6,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1566.7608415235143,1503.9002541007592,62.86058742275509,0.5894893131474419,4.39,1.61
2021-11-21,2021,Phoenix Suns,Denver Nuggets,126,97,29,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1571.9744805648163,1526.6086788906453,45.36580167417105,0.5649181174529004,3.64,25.36
2021-11-21,2021,Golden State Warriors,Toronto Raptors,119,104,15,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1627.2136414030397,1502.982840126499,124.23080127654066,0.6715337048667779,7.04,7.96
2021-11-22,2021,Utah Jazz,Memphis Grizzlies,118,119,-1,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1588.368359548841,1454.8193212814328,133.54903826740815,0.6832547733578237,7.45,-8.45
2021-11-22,2021,Chicago Bulls,Indiana Pacers,77,109,-32,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1572.8055952214972,1493.0209145323483,79.7846806891489,0.6128427747983772,5.12,-37.12
2021-11-22,2021,Boston Celtics,Houston Rockets,108,90,18,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1528.7652911805776,1369.9076871301927,158.8576040503849,0.7139115155066524,8.54,9.46
2021-11-22,2021,Cleveland Cavaliers,Brooklyn Nets,112,117,-5,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1503.736447614069,1552.8392143210503,-49.102766706981356,0.429802192331687,-0.44,-4.56
2021-11-22,2021,Atlanta Hawks,Oklahoma City Thunder,113,101,12,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1507.0939027097243,1436.5564165773133,70.537486132411,0.6001395043801522,4.72,7.28
2021-11-22,2021,Washington Wizards,Charlotte Hornets,103,109,-6,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1537.2362821821396,1496.6553508266989,40.580931355440725,0.5581365181827792,3.43,-9.43
2021-11-22,2021,San Antonio Spurs,Phoenix Suns,111,115,-4,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1448.7095133731953,1589.8878507025709,-141.1783373293756,0.30731802976855666,-4.42,0.42
2021-11-22,2021,New Orleans Pelicans,Minnesota Timberwolves,96,110,-14,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1401.819167912939,1513.9164010030925,-112.0972330901534,0.34405316542966774,-3.17,-10.83
2021-11-22,2021,Sacramento Kings,Philadelphia 76ers,94,102,-8,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1458.6806749331026,1513.0393352236238,-54.35866029052113,0.42240372141337085,-0.67,-7.33
2021-11-22,2021,Milwaukee Bucks,Orlando Magic,123,92,31,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1510.9465128863608,1407.6596596408624,103.28685324549838,0.6444123220975233,6.14,24.86
2021-11-23,2021,New York Knicks,Los Angeles Lakers,106,100,6,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1497.8555004027762,1450.7990451549108,47.056455247865415,0.5673086194026726,3.71,2.29
2021-11-23,2021,Portland Trail Blazers,Denver Nuggets,119,100,19,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1512.420129949683,1508.6953087528907,3.7248211967923908,0.5053602432381366,1.84,17.16
2021-11-23,2021,LA Clippers,Dallas Mavericks,104,112,-8,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1534.5614330942533,1496.983675671861,37.577757422392324,0.5538688503439791,3.3,-11.3
2021-11-23,2021,Detroit Pistons,Miami Heat,92,100,-8,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1413.2158642565307,1568.8086623859233,-155.59279812939258,0.28994233145720405,-5.04,-2.96
2021-11-24,2021,Houston Rockets,Chicago Bulls,118,113,5,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1362.1757652431995,1546.399698184189,-184.22393294098947,0.2572180798202273,-6.28,11.28
2021-11-24,2021,Sacramento Kings,Portland Trail Blazers,125,121,4,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1451.3300611754667,1528.0121967152286,-76.68213553976193,0.39140317458098767,-1.64,5.64
2021-11-24,2021,Golden State Warriors,Philadelphia 76ers,116,96,20,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1635.258675386881,1520.3899489812597,114.86872640562115,0.6595383304330487,6.64,13.36
2021-11-24,2021,San Antonio Spurs,Atlanta Hawks,106,124,-18,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1445.2168043104841,1515.9025560404646,-70.68575172998044,0.39965570047236976,-1.38,-16.62
2021-11-24,2021,Oklahoma City Thunder,Utah Jazz,104,110,-6,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1427.747763246573,1583.3781951215522,-155.6304318749792,0.2898977331241408,-5.05,-0.95
2021-11-24,2021,Orlando Magic,Charlotte Hornets,99,106,-7,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1392.9494548404668,1505.0157679796043,-112.06631313913749,0.3440933353293165,-3.16,-3.84
2021-11-24,2021,Cleveland Cavaliers,Phoenix Suns,115,120,-5,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1497.915739071903,1593.380559765282,-95.4648206933789,0.365971212740539,-2.45,-2.55
2021-11-24,2021,Indiana Pacers,Los Angeles Lakers,116,124,-8,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1519.4268115696566,1444.3500490099616,75.076762559695,0.6063932970611281,4.92,-12.92
2021-11-24,2021,Memphis Grizzlies,Toronto Raptors,113,126,-13,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1459.8094857087217,1494.9378061426578,-35.128320433936096,0.4496178470187092,0.16,-13.16
2021-11-24,2021,Milwaukee Bucks,Detroit Pistons,114,93,21,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1525.6567176867563,1408.5337177708632,117.12299991589316,0.6624461423380358,6.74,14.26
2021-11-24,2021,Boston Celtics,Brooklyn Nets,104,123,-19,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1536.4972130675708,1558.6599228632163,-22.16270979564547,0.4681484872444109,0.72,-19.72
2021-11-24,2021,New Orleans Pelicans,Washington Wizards,127,102,25,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1393.6973110837691,1528.875865029234,-135.17855394546496,0.31471867388341696,-4.16,29.16
2021-11-24,2021,Minnesota Timberwolves,Miami Heat,113,101,12,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1522.0382578322624,1573.4908088715908,-51.452551039328455,0.4264904306513941,-0.55,12.55
2021-11-26,2021,Memphis Grizzlies,Atlanta Hawks,100,132,-32,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1449.0925215366499,1527.424896419863,-78.3323748832131,0.3891426689029281,-1.71,-30.29
2021-11-26,2021,LA Clippers,Detroit Pistons,107,96,11,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1524.7974646153637,1398.0724763552614,126.72498826010224,0.6746928357046629,7.15,3.85
2021-11-26,2021,Orlando Magic,Chicago Bulls,88,123,-35,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1387.6362476194872,1537.288088789074,-149.65184116958676,0.29703330459317284,-4.79,-30.21
2021-11-26,2021,New York Knicks,Phoenix Suns,97,118,-21,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1504.3044965477254,1598.1660376452355,-93.8615410975101,0.36811536353402835,-2.38,-18.62
2021-11-26,2021,Utah Jazz,New Orleans Pelicans,97,98,-1,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1587.3651968243714,1417.4093177761265,169.95587904824492,0.7267796419985952,9.02,-10.02
2021-11-26,2021,Indiana Pacers,Toronto Raptors,114,97,17,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1509.0394261198662,1505.6547703147296,3.3846558051366173,0.504870757168787,1.82,15.18
2021-11-26,2021,Charlotte Hornets,Minnesota Timberwolves,133,115,18,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1510.328975200584,1534.8575510772437,-24.528575876659716,0.46475907168627784,0.62,17.38
2021-11-26,2021,Oklahoma City Thunder,Washington Wizards,99,101,-2,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1423.7607615437537,1505.1638583368767,-81.40309679312304,0.3849491042275372,-1.84,-0.16
2021-11-26,2021,San Antonio Spurs,Boston Celtics,96,88,8,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1433.6944639310857,1521.9540841778708,-88.25962024678506,0.3756476628437515,-2.14,10.14
2021-11-26,2021,Golden State Warriors,Portland Trail Blazers,118,103,15,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1645.4736750310676,1520.7591582819261,124.71451674914147,0.6721476034614416,7.06,7.94
2021-11-26,2021,Los Angeles Lakers,Sacramento Kings,137,141,-4,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1454.737434459752,1458.583099608769,-3.8456651490171225,0.49446586897749745,1.51,-5.51
2021-11-26,2021,Denver Nuggets,Milwaukee Bucks,109,120,-11,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1493.1032419873452,1536.117959102358,-43.0147171150129,0.4384112026391159,-0.18,-10.82
2021-11-27,2021,Dallas Mavericks,Washington Wizards,114,120,-6,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1506.7476441507506,1508.6564555195919,-1.9088113688412705,0.49725302726117365,1.59,-7.59
2021-11-27,2021,Brooklyn Nets,Phoenix Suns,107,113,-6,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1573.2030517529163,1609.771893081597,-36.56884132868072,0.44756668836838986,0.1,-6.1
2021-11-27,2021,Houston Rockets,Charlotte Hornets,146,143,3,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1371.2873746383145,1526.3191760629832,-155.03180142466863,0.2906076284845422,-5.02,8.02
2021-11-27,2021,Philadelphia 76ers,Minnesota Timberwolves,120,121,-1,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1510.174949337073,1518.8673502148445,-8.692400877771433,0.487493238947077,1.3,-2.3
2021-11-27,2021,Cleveland Cavaliers,Orlando Magic,105,92,13,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1493.1302611919496,1374.6497885898216,118.48047260212797,0.664191270392481,6.79,6.21
2021-11-27,2021,Atlanta Hawks,New York Knicks,90,99,-9,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1544.2104348335115,1492.698641111364,51.51179372214756,0.5735929815308409,3.9,-12.9
2021-11-27,2021,Chicago Bulls,Miami Heat,104,107,-3,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1550.2745478187396,1560.6715156266096,-10.396967807869942,0.4850420252516117,1.23,-4.23
2021-11-27,2021,Utah Jazz,New Orleans Pelicans,127,105,22,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1582.1932429637668,1422.5812716367311,159.6119713270357,0.7147976086758497,8.57,13.43
2021-11-28,2021,Los Angeles Lakers,Detroit Pistons,110,106,4,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1448.5022484528051,1391.56777133599,56.93447711681506,0.5812096736797658,4.14,-0.14
2021-11-28,2021,Memphis Grizzlies,Sacramento Kings,128,101,27,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1432.3069831230014,1464.818285615716,-32.51130249271455,0.45334855979842176,0.27,26.73
2021-11-28,2021,LA Clippers,Golden State Warriors,90,105,-15,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1531.302169634635,1653.5008474824026,-122.19867784776761,0.3310517190667568,-3.6,-11.4
2021-11-28,2021,Toronto Raptors,Boston Celtics,97,109,-12,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1491.1891538871853,1511.3644182137768,-20.17526432659156,0.4709980517334891,0.8,-12.8
2021-11-28,2021,Indiana Pacers,Milwaukee Bucks,100,118,-18,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1523.5050425474105,1545.4517775429802,-21.946734995569614,0.4684580508835471,0.73,-18.73
2021-11-29,2021,Houston Rockets,Oklahoma City Thunder,102,89,13,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1378.3440494632118,1420.2681643610385,-41.92411489782671,0.4399574845675098,-0.13,13.13
2021-11-29,2021,Dallas Mavericks,Cleveland Cavaliers,96,114,-18,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1499.0691246343156,1500.6469766149633,-1.5778519806476652,0.4977293040796582,1.61,-19.61
2021-11-29,2021,LA Clippers,New Orleans Pelicans,104,123,-19,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1523.1818037077783,1413.724318731338,109.45748497644036,0.6525094004794086,6.4,-25.4
2021-11-29,2021,Philadelphia 76ers,Orlando Magic,101,96,5,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1506.2613557388352,1367.133073166808,139.12828257202727,0.6901641386492567,7.69,-2.69
2021-11-29,2021,Minnesota Timberwolves,Indiana Pacers,100,98,2,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1522.7809438130823,1509.4815572561688,13.299386556913532,0.5191300132030274,2.25,-0.25
2021-11-29,2021,Miami Heat,Denver Nuggets,111,120,-9,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1566.0501467983308,1483.7694235467231,82.2807232516077,0.6162463322252177,5.23,-14.23
2021-11-29,2021,San Antonio Spurs,Washington Wizards,116,99,17,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1444.2841298951796,1516.334975036027,-72.05084514084729,0.3977717914570653,-1.44,18.44
2021-11-29,2021,Utah Jazz,Portland Trail Blazers,129,107,22,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1591.05019586916,1512.7319858305912,78.31821003856885,0.6108379481378534,5.06,16.94
2021-11-29,2021,Chicago Bulls,Charlotte Hornets,133,119,14,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1544.8959166470183,1519.2625012380859,25.63341540893248,0.536822661774327,2.78,11.22
2021-11-30,2021,Brooklyn Nets,New York Knicks,112,110,2,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1566.477971383569,1503.4232006092263,63.054770774342614,0.5897597865767806,4.4,-2.4
2021-11-30,2021,Toronto Raptors,Memphis Grizzlies,91,98,-7,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1480.401991605932,1453.8956112027408,26.506380403191088,0.5380719118990812,2.82,-9.82
2021-11-30,2021,Portland Trail Blazers,Detroit Pistons,110,92,18,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1499.9069345500818,1386.5013651680486,113.40556938203326,0.6576445209170182,6.58,11.42
2021-11-30,2021,Phoenix Suns,Golden State Warriors,104,96,8,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1616.4969734509443,1661.6212134092593,-45.124239958315,0.43542368835783374,-0.27,8.27
2021-11-30,2021,Sacramento Kings,Los Angeles Lakers,92,117,-25,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1443.2296575359765,1453.5686546207467,-10.338997084770199,0.4851253775798863,1.23,-26.23
2021-12-01,2021,Miami Heat,Cleveland Cavaliers,85,111,-26,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1554.7941918691536,1515.7891956014264,39.004996267727165,0.5558980614696181,3.36,-29.36
2021-12-01,2021,Orlando Magic,Denver Nuggets,108,103,5,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1363.2089731853291,1495.0253784759004,-131.8164052905713,0.31890767591881947,-4.02,9.02
2021-12-01,2021,LA Clippers,Sacramento Kings,115,124,-9,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1504.2130834190516,1424.7807017594832,79.43238165956836,0.6123614892385215,5.11,-14.11
2021-12-01,2021,Milwaukee Bucks,Charlotte Hornets,127,125,2,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1559.475262834222,1507.5874364875924,51.88782634662948,0.5741223280343728,3.92,-1.92
2021-12-01,2021,New Orleans Pelicans,Dallas Mavericks,107,139,-32,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1432.6930390200646,1483.9269056478524,-51.23386662778785,0.4267983688867093,-0.54,-31.46
2021-12-01,2021,Washington Wizards,Minnesota Timberwolves,115,107,8,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1499.6542210291539,1527.379019706152,-27.724798676998034,0.46018528204312115,0.48,7.52
2021-12-01,2021,Oklahoma City Thunder,Houston Rockets,110,114,-4,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1406.9893675898813,1391.622846234369,15.366521355512305,0.5220997935737055,2.34,-6.34
2021-12-01,2021,Indiana Pacers,Atlanta Hawks,111,114,-3,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1504.8834813630992,1533.485875335649,-28.602393972549862,0.4589305841689516,0.44,-3.44
2021-12-01,2021,Boston Celtics,Philadelphia 76ers,88,87,1,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1522.1515804950302,1510.185455720314,11.966124774716263,0.517213832010061,2.19,-1.19
2021-12-02,2021,Portland Trail Blazers,San Antonio Spurs,83,114,-31,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1509.468002398336,1460.9648839020526,48.50311849628338,0.5693516501346934,3.77,-34.77
2021-12-02,2021,New York Knicks,Chicago Bulls,115,119,-4,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1499.6491289999033,1556.5709813975118,-56.92185239760852,0.418808015572003,-0.78,-3.22
2021-12-02,2021,Toronto Raptors,Milwaukee Bucks,97,93,4,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1471.5366377024131,1563.4267998459432,-91.89016214353,0.37075894901745593,-2.29,6.29
2021-12-02,2021,Memphis Grizzlies,Oklahoma City Thunder,152,79,73,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1462.7609651062596,1400.4656619170646,62.29530318919501,0.5887016344937185,4.37,68.63
2021-12-02,2021,Phoenix Suns,Detroit Pistons,114,103,11,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1626.3917072268325,1376.9402973197944,249.45140990703817,0.8078279044429881,12.45,-1.45
2021-12-03,2021,Indiana Pacers,Miami Heat,104,113,-9,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1499.866861038238,1533.535442958894,-33.668581920655924,0.4516981183913229,0.22,-9.22
2021-12-03,2021,Los Angeles Lakers,LA Clippers,115,119,-4,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1472.0176103972399,1493.0041223755036,-20.986511978263707,0.46983466012306646,0.77,-4.77
2021-12-03,2021,Golden State Warriors,Phoenix Suns,118,96,22,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1651.7264796333711,1629.9197927395167,21.806686893854476,0.5313412006687771,2.62,19.38
2021-12-03,2021,Houston Rockets,Orlando Magic,118,116,2,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1398.1465519071858,1371.8807157424535,26.265836164732264,0.5377277298820811,2.81,-0.81
2021-12-03,2021,Atlanta Hawks,Philadelphia 76ers,96,98,-2,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1538.5024956605102,1506.3197048704378,32.18279079007243,0.5461827482825811,3.07,-5.07
2021-12-03,2021,Brooklyn Nets,Minnesota Timberwolves,110,105,5,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1570.252042992892,1517.7894241539075,52.462618838984554,0.574931143035362,3.94,1.06
2021-12-03,2021,Washington Wizards,Cleveland Cavaliers,101,116,-15,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1509.2438165813983,1537.047944511686,-27.804127930287677,0.46007184403133056,0.48,-15.48
2021-12-03,2021,Dallas Mavericks,New Orleans Pelicans,91,107,-16,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1502.720098646344,1413.899846021573,88.820252624771,0.6251089429705198,5.51,-21.51
2021-12-03,2021,Utah Jazz,Boston Celtics,137,130,7,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1603.8752471496693,1526.0173313449063,77.85791580476302,0.6102078981090643,5.04,1.96
2021-12-04,2021,Dallas Mavericks,Memphis Grizzlies,90,97,-7,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1486.309853656548,1496.1539336436133,-9.844079987065243,0.48583701986569866,1.25,-8.25
2021-12-04,2021,Brooklyn Nets,Chicago Bulls,107,111,-4,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1575.9937992759553,1561.6376505079716,14.356148767983768,0.5206484086967007,2.3,-6.3
2021-12-04,2021,Sacramento Kings,LA Clippers,104,99,5,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1435.9896628030313,1498.8488097668844,-62.85914696385316,0.41051269343632835,-1.04,6.04
2021-12-04,2021,Golden State Warriors,San Antonio Spurs,107,112,-5,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1667.8576702708976,1485.5119428555313,182.34572741536635,0.740710830663837,9.55,-14.55
2021-12-04,2021,New York Knicks,Denver Nuggets,99,113,-14,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1494.5824598894435,1486.353635918776,8.228823970667463,0.5118400158127479,2.03,-16.03
2021-12-04,2021,Portland Trail Blazers,Boston Celtics,117,145,-28,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1484.9209434448574,1519.8434230629748,-34.92247961811745,0.4499110854941997,0.17,-28.17
2021-12-04,2021,Milwaukee Bucks,Miami Heat,124,102,22,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1556.012720046819,1542.0983082467046,13.914411800114294,0.5200137492752976,2.28,19.72
2021-12-05,2021,Toronto Raptors,Washington Wizards,102,90,12,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1478.9507175015374,1497.1250584383497,-18.174340936812314,0.47386885107786897,0.89,11.11
2021-12-05,2021,Cleveland Cavaliers,Utah Jazz,108,109,-1,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1549.1667026547345,1610.0491554316009,-60.88245277686633,0.4132690410550805,-0.95,-0.05
2021-12-05,2021,Atlanta Hawks,Charlotte Hornets,127,130,-3,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1533.3568155561043,1503.6358994758712,29.72091608023311,0.5426678101573488,2.96,-5.96
2021-12-05,2021,Houston Rockets,New Orleans Pelicans,118,108,10,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1402.521888285256,1430.310091011369,-27.788202726113013,0.4600946161756204,0.48,9.52
2021-12-06,2021,Chicago Bulls,Denver Nuggets,109,97,12,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1568.1484196686197,1499.4337788168468,68.71464085177286,0.5976188179770412,4.64,7.36
2021-12-06,2021,Miami Heat,Memphis Grizzlies,90,105,-15,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1525.474065055738,1504.2645255487053,21.209539507032787,0.5304851216269161,2.59,-17.59
2021-12-06,2021,Detroit Pistons,Oklahoma City Thunder,103,114,-11,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1373.4122118071102,1367.072693379711,6.339518427399298,0.5091222880279944,1.95,-12.95
2021-12-06,2021,Charlotte Hornets,Philadelphia 76ers,124,127,-3,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1509.5626758136984,1511.4653849748438,-1.902709161145367,0.4972618087797525,1.59,-4.59
2021-12-06,2021,Indiana Pacers,Washington Wizards,116,110,6,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1491.3039957504275,1485.056182997212,6.247812753215385,0.5089903562515949,1.95,4.05
2021-12-06,2021,Milwaukee Bucks,Cleveland Cavaliers,112,104,8,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1572.6369632377855,1545.9810687807685,26.655894457016984,0.5382858253774215,2.83,5.17
2021-12-06,2021,Golden State Warriors,Orlando Magic,126,95,31,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1658.7595521099074,1367.5053793643833,291.2541727455241,0.8424529659183674,14.26,16.74
2021-12-06,2021,Portland Trail Blazers,LA Clippers,90,102,-12,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1466.7148038968348,1490.9491741651034,-24.23437026826855,0.4651803893358689,0.63,-12.63
2021-12-06,2021,Minnesota Timberwolves,Atlanta Hawks,110,121,-11,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1512.0476678708442,1527.430039218277,-15.382371347432809,0.47787744106190494,1.01,-12.01
2021-12-06,2021,Phoenix Suns,San Antonio Spurs,108,104,4,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1613.7886021019901,1494.6100610165215,119.17854108546862,0.6650869482578841,6.82,-2.82
