date,season,home_team,away_team,home_pts,away_pts,home_diff,arena,lat,lon,capacity,team_key,elo_home_pre,elo_away_pre,elo_delta_pre,elo_exp_home_win,expected_margin_neutral,residual_margin
2022-02-25,2021,Los Angeles Lakers,LA Clippers,102,105,-3,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1440.3023041751012,1478.5172479930634,-38.214943817962194,0.4452249886053753,0.03,-3.03
2022-02-25,2021,New York Knicks,Miami Heat,100,115,-15,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1427.1166358208868,1603.9247739815914,-176.80813816070463,0.26545821088868177,-5.96,-9.04
2022-02-25,2021,Washington Wizards,San Antonio Spurs,153,157,-4,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1420.8422158432243,1480.491085911405,-59.64887006818071,0.4149919470348623,-0.9,-3.1
2022-02-25,2021,Minnesota Timberwolves,Philadelphia 76ers,102,133,-31,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1555.020171635481,1555.9051609594471,-0.8849893239662379,0.49872640073896024,1.64,-32.64
2022-02-25,2021,Phoenix Suns,New Orleans Pelicans,102,117,-15,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1709.8346925099113,1466.6204643117126,243.21422819819873,0.8021924003789677,12.18,-27.18
2022-02-26,2021,Detroit Pistons,Boston Celtics,104,113,-9,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1306.4530321275174,1650.980094785737,-344.5270626582196,0.12097204691340617,-13.21,4.21
2022-02-26,2021,Atlanta Hawks,Toronto Raptors,127,100,27,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1522.5482791960733,1557.256487167713,-34.708207971639695,0.4502163714098151,0.18,26.82
2022-02-26,2021,Denver Nuggets,Sacramento Kings,115,110,5,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1575.0913513628686,1367.6871357324574,207.40421563041127,0.7674404628906537,10.64,-5.64
2022-02-26,2021,Cleveland Cavaliers,Washington Wizards,92,86,6,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1571.3009683336265,1415.8321668370188,155.46880149660774,0.7099106960905116,8.39,-2.39
2022-02-26,2021,Miami Heat,San Antonio Spurs,133,129,4,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1610.1869797605289,1485.5011349176104,124.68584484291841,0.6721112314247335,7.06,-3.06
2022-02-26,2021,Milwaukee Bucks,Brooklyn Nets,123,126,-3,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1561.050825675561,1446.7572494355961,114.29357623996498,0.6587944994374054,6.61,-9.61
2022-02-26,2021,Chicago Bulls,Memphis Grizzlies,110,116,-6,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1556.784292275398,1629.2220934939187,-72.43780121852069,0.3972383173045286,-1.45,-4.55
2022-02-27,2021,Phoenix Suns,Utah Jazz,114,118,-4,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1691.7524132043684,1628.1854559326787,63.566957271689716,0.5904729383634204,4.42,-8.42
2022-02-27,2021,Los Angeles Lakers,New Orleans Pelicans,95,123,-28,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1435.4718168797112,1484.7027436172555,-49.23092673754422,0.42962140001962834,-0.45,-27.55
2022-02-27,2021,Houston Rockets,LA Clippers,98,99,-1,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1280.7593490062832,1483.3477352884534,-202.58838628217018,0.2375438979872977,-7.07,6.07
2022-02-27,2021,Golden State Warriors,Dallas Mavericks,101,107,-6,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1628.812720685008,1600.2987895283625,28.513931156645413,0.5409429638850041,2.91,-8.91
2022-02-27,2021,Charlotte Hornets,Detroit Pistons,126,127,-1,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1492.0122840796125,1304.6068400764334,187.40544400317913,0.746265398507605,9.77,-10.77
2022-02-27,2021,New York Knicks,Philadelphia 76ers,109,125,-16,Madison Square Garden,40.750555555556,-73.993611111111,20789.0,new york knicks,1420.8544300419494,1578.225811943535,-157.37138190158566,0.2878390447540163,-5.12,-10.88
2022-02-27,2021,Indiana Pacers,Boston Celtics,128,107,21,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1392.4902563522,1652.826286836821,-260.336030484621,0.18263223364770179,-9.57,30.57
2022-02-27,2021,Portland Trail Blazers,Denver Nuggets,92,124,-32,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1398.9255668556423,1577.89875506186,-178.97318820621763,0.2630351570250245,-6.05,-25.95
2022-02-28,2021,Milwaukee Bucks,Charlotte Hornets,130,106,24,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1554.3017876397266,1486.7661334209124,67.53565421881422,0.5959857184225983,4.59,19.41
2022-02-28,2021,Miami Heat,Chicago Bulls,112,99,13,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1613.9581857700348,1550.9773349889047,62.98085078113013,0.5896568315436026,4.4,8.6
2022-02-28,2021,Cleveland Cavaliers,Minnesota Timberwolves,122,127,-5,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1575.2910635470344,1532.699520651393,42.591542895641396,0.5609889511427419,3.52,-8.52
2022-02-28,2021,Memphis Grizzlies,San Antonio Spurs,118,105,13,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1635.029050780412,1481.7299289081045,153.29912187230752,0.7073318752238771,8.3,4.7
2022-02-28,2021,Orlando Magic,Indiana Pacers,119,103,16,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1337.4046396730344,1415.4196020752804,-78.01496240224606,0.38957709529087464,-1.69,17.69
2022-02-28,2021,Oklahoma City Thunder,Sacramento Kings,110,131,-21,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1357.4043751588872,1364.879732033466,-7.4753568745788925,0.4892437564293548,1.35,-22.35
2022-03-01,2021,Boston Celtics,Atlanta Hawks,107,98,9,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1629.8969411137407,1544.223476205679,85.67346490806176,0.62085435626004,5.38,3.62
2022-03-01,2021,Minnesota Timberwolves,Golden State Warriors,129,114,15,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1540.3351305541757,1620.6333712103517,-80.29824065617595,0.3864560313043008,-1.79,16.79
2022-03-01,2021,Los Angeles Lakers,Dallas Mavericks,104,109,-5,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1418.278183720609,1608.4781390030187,-190.19995528240975,0.25070065332284514,-6.54,1.54
2022-03-01,2021,Toronto Raptors,Brooklyn Nets,109,108,1,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1535.5812901581073,1453.5062874714306,82.07500268667673,0.6159662406594036,5.22,-4.22
2022-03-01,2021,Washington Wizards,Detroit Pistons,116,113,3,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1411.842071623611,1309.8529907351335,101.98908088847747,0.6426986350168942,6.08,-3.08
2022-03-01,2021,Houston Rockets,LA Clippers,100,113,-13,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1279.1069000636326,1485.000184231104,-205.8932841674714,0.23411545958041077,-7.22,-5.78
2022-03-02,2021,Milwaukee Bucks,Miami Heat,120,119,1,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1568.5777073688869,1623.5315271696895,-54.95381980080265,0.4215680696527449,-0.7,1.7
2022-03-02,2021,Houston Rockets,Utah Jazz,127,132,-5,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1274.181116995621,1635.2927610563709,-361.11164406074977,0.11118182910309227,-13.92,8.92
2022-03-02,2021,Philadelphia 76ers,New York Knicks,123,108,15,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1585.4140527093239,1413.6661892761606,171.74786343316327,0.728823200658489,9.1,5.9
2022-03-02,2021,Orlando Magic,Indiana Pacers,114,122,-8,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1353.5597332899847,1399.26450845833,-45.70477516834535,0.4346023448077249,-0.3,-7.7
2022-03-02,2021,Cleveland Cavaliers,Charlotte Hornets,98,119,-21,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1567.6554536442516,1472.4902136917522,95.1652399524994,0.6336285423887433,5.79,-26.79
2022-03-02,2021,Phoenix Suns,Portland Trail Blazers,120,90,30,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1684.6451080806762,1388.3787136768651,296.2663944038111,0.8462447357331478,14.47,15.53
2022-03-02,2021,Denver Nuggets,Oklahoma City Thunder,107,119,-12,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1588.445608240637,1340.9199598401722,247.5256484004649,0.8061010829119708,12.37,-24.37
2022-03-02,2021,New Orleans Pelicans,Sacramento Kings,125,95,30,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1501.8963767763578,1381.3641473521811,120.53222942417665,0.6668204502955775,6.88,23.12
2022-03-03,2021,Toronto Raptors,Detroit Pistons,106,108,-2,Scotiabank Arena,43.643333333333,-79.379166666667,19800.0,toronto raptors,1538.4944711224314,1306.1592939892957,232.33517713313563,0.7920667886679225,11.71,-13.71
2022-03-03,2021,Boston Celtics,Memphis Grizzlies,120,107,13,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1636.8045782300148,1641.4175655453773,-4.6129873153624885,0.4933617676779399,1.48,11.52
2022-03-03,2021,Dallas Mavericks,Golden State Warriors,122,113,9,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1611.540690552032,1605.1097361727811,6.430954379250807,0.5092538305050486,1.95,7.05
2022-03-03,2021,Brooklyn Nets,Miami Heat,107,113,-6,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1450.5931065071065,1619.0524983789248,-168.4593918718183,0.2749342800971446,-5.6,-0.4
2022-03-03,2021,San Antonio Spurs,Sacramento Kings,112,115,-3,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1475.3414141431392,1368.075554931372,107.26585921176729,0.6496433583487655,6.31,-9.31
2022-03-03,2021,LA Clippers,Los Angeles Lakers,132,111,21,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1489.9259672991154,1415.2156321715956,74.71033512751978,0.6058897293587866,4.9,16.1
2022-03-04,2021,Philadelphia 76ers,Cleveland Cavaliers,125,119,6,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1591.8339295349972,1547.6979216315788,44.13600790341843,0.5631773437815906,3.58,2.42
2022-03-04,2021,Chicago Bulls,Milwaukee Bucks,112,118,-6,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1541.40399358925,1573.0567361596516,-31.652742570401642,0.4545736506762582,0.31,-6.31
2022-03-04,2021,Phoenix Suns,New York Knicks,115,114,1,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1690.080558942537,1407.2463124504873,282.8342464920497,0.8359125931330152,13.89,-12.89
2022-03-04,2021,Denver Nuggets,Houston Rockets,116,101,15,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1572.786501383143,1272.9670045445355,299.8194968386076,0.8488872028903948,14.63,0.37
2022-03-04,2021,Detroit Pistons,Indiana Pacers,111,106,5,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1312.613905937129,1406.877912866664,-94.26400692953507,0.36757663053096856,-2.4,7.4
2022-03-04,2021,Oklahoma City Thunder,Minnesota Timberwolves,101,138,-37,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1356.5790666976661,1555.8587655917463,-199.27969889408018,0.2410107345598621,-6.93,-30.07
2022-03-04,2021,New Orleans Pelicans,Utah Jazz,124,90,34,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1515.184969197167,1636.5068735074565,-121.32190431028948,0.3321703867165771,-3.56,37.56
2022-03-04,2021,Washington Wizards,Atlanta Hawks,114,117,-3,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1415.5357683694488,1537.3158390894048,-121.78007071995603,0.3315855790136752,-3.58,0.58
2022-03-05,2021,Minnesota Timberwolves,Portland Trail Blazers,135,121,14,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1566.4613299160997,1382.9432628150043,183.5180671010953,0.7420048348320052,9.6,4.4
2022-03-05,2021,Miami Heat,Philadelphia 76ers,99,82,17,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1622.7995074005837,1598.3591920318572,24.440315368726488,0.5351145399540682,2.73,14.27
2022-03-05,2021,Dallas Mavericks,Sacramento Kings,114,113,1,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1621.0454697649545,1374.7653039332015,246.28016583175304,0.8049780033314488,12.32,-11.32
2022-03-05,2021,Memphis Grizzlies,Orlando Magic,124,96,28,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1629.047758868079,1345.9463288816507,283.10142998642823,0.8361234448001729,13.91,14.09
2022-03-05,2021,Charlotte Hornets,San Antonio Spurs,123,117,6,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1492.447745704425,1468.6516651413096,23.79608056311531,0.5341918651579011,2.7,3.3
2022-03-05,2021,Los Angeles Lakers,Golden State Warriors,66,116,-50,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1402.6105823400735,1595.6049569598586,-192.99437461978505,0.24769104046734483,-6.66,-43.34
2022-03-06,2021,Cleveland Cavaliers,Toronto Raptors,104,96,8,Rocket Arena,41.496388888889,-81.688055555556,20562.0,cleveland cavaliers,1541.1726591347187,1532.0398591745982,9.132799960120565,0.5131401293137294,2.07,5.93
2022-03-06,2021,LA Clippers,New York Knicks,93,116,-23,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1502.5310171306376,1406.1646125362568,96.36640459438081,0.6352322004931612,5.84,-28.84
2022-03-06,2021,Washington Wizards,Indiana Pacers,133,123,10,Capital One Arena,38.898055555556,-77.020833333333,20674.0,washington wizards,1412.157369750686,1398.6008915407901,13.556478209895886,0.5194994457118519,2.26,7.74
2022-03-06,2021,Milwaukee Bucks,Phoenix Suns,132,122,10,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1579.9133018298814,1691.1622588567675,-111.24895702688605,0.34515601704942395,-3.13,13.13
2022-03-06,2021,Houston Rockets,Memphis Grizzlies,123,112,11,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1269.6851685512654,1634.6057012193232,-364.92053266805783,0.10903352015547624,-14.09,25.09
2022-03-06,2021,Denver Nuggets,New Orleans Pelicans,138,130,8,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1576.0683373764132,1544.3569812486026,31.71135612781063,0.5455100034736774,3.05,4.95
2022-03-06,2021,Boston Celtics,Brooklyn Nets,126,120,6,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1649.1743849073132,1446.8460974854477,202.32828742186553,0.7621848184479701,10.42,-4.42
2022-03-06,2021,Oklahoma City Thunder,Utah Jazz,103,116,-13,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1345.9765023733128,1607.334861456021,-261.35835908270815,0.1817553751506792,-9.61,-3.39
2022-03-07,2021,San Antonio Spurs,Los Angeles Lakers,117,110,7,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1461.5823081508108,1388.9034975142786,72.67881063653226,0.603093825233499,4.82,2.18
2022-03-07,2021,Sacramento Kings,New York Knicks,115,131,-16,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1373.4482686259796,1427.4767329912515,-54.02846436527193,0.4228675349910291,-0.66,-15.34
2022-03-07,2021,Miami Heat,Houston Rockets,123,106,17,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1636.1571310676027,1284.8728466134028,351.2842844541999,0.883103645773456,16.85,0.15
2022-03-07,2021,Minnesota Timberwolves,Portland Trail Blazers,124,81,43,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1572.2482339298572,1377.1563588012468,195.09187512861035,0.7545520046509762,10.1,32.9
2022-03-07,2021,Philadelphia 76ers,Chicago Bulls,121,106,15,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1585.0015683648382,1534.54742791902,50.45414044581821,0.5721032072219683,3.86,11.14
2022-03-07,2021,Dallas Mavericks,Utah Jazz,111,103,8,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1622.3625050721764,1611.0186487227138,11.343856349462612,0.5163193229834726,2.17,5.83
2022-03-07,2021,Detroit Pistons,Atlanta Hawks,113,110,3,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1320.8909272630028,1540.6942377081675,-219.8033104451647,0.22006466712232872,-7.82,10.82
2022-03-08,2021,Charlotte Hornets,Brooklyn Nets,121,132,-11,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1499.5171026949238,1443.6805594802306,55.836543214693165,0.5796705168059108,4.09,-15.09
2022-03-08,2021,Indiana Pacers,Cleveland Cavaliers,124,127,-3,Gainbridge Fieldhouse,39.763888888889,-86.155555555556,18165.0,indiana pacers,1388.7350834936003,1549.949239531986,-161.21415603838568,0.2833259199256969,-5.29,2.29
2022-03-08,2021,Memphis Grizzlies,New Orleans Pelicans,132,111,21,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1619.4180231571859,1536.3082580885418,83.10976506864404,0.6173743016600007,5.27,15.73
2022-03-08,2021,Orlando Magic,Phoenix Suns,99,102,-3,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1340.3883865304065,1678.6817093179611,-338.29332278755464,0.12484009877816031,-12.94,9.94
2022-03-08,2021,Oklahoma City Thunder,Milwaukee Bucks,115,142,-27,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1342.2927151066199,1592.3938513686878,-250.10113626206794,0.19159213944490727,-9.13,-17.87
2022-03-08,2021,Golden State Warriors,LA Clippers,112,97,15,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1609.3120417856535,1481.2188966756428,128.0931451100107,0.6764190390898478,7.21,7.79
2022-03-09,2021,LA Clippers,Washington Wizards,115,109,6,Crypto.com Arena,34.043056,-118.267222,19060.0,la clippers,1473.3157300714886,1422.0231777978759,51.29255227361273,0.5732842742914995,3.89,2.11
2022-03-09,2021,Sacramento Kings,Denver Nuggets,100,106,-6,Golden 1 Center,38.58,-121.5,18500.0,sacramento kings,1362.0510494824791,1584.117060536474,-222.06601105399477,0.21783723261575666,-7.92,1.92
2022-03-09,2021,Utah Jazz,Portland Trail Blazers,123,85,38,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1602.3146637026286,1365.0462222330289,237.2684414695998,0.796705096336797,11.93,26.07
2022-03-09,2021,Dallas Mavericks,New York Knicks,77,107,-30,American Airlines Center,32.790555555556,-96.810277777778,19200.0,dallas mavericks,1631.0664900922616,1438.873952134752,192.19253795750956,0.7514478598331874,9.98,-39.98
2022-03-09,2021,San Antonio Spurs,Toronto Raptors,104,119,-15,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1467.8935119498633,1523.263278777331,-55.36976682746763,0.42098431288202626,-0.72,-14.28
2022-03-09,2021,Houston Rockets,Los Angeles Lakers,139,130,9,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1282.1996231336343,1382.592293715226,-100.3926705815918,0.3594144117084146,-2.66,11.66
2022-03-09,2021,Charlotte Hornets,Boston Celtics,101,115,-14,Spectrum Center,35.225,-80.839166666667,19077.0,charlotte hornets,1487.2970362392232,1652.3399229125303,-165.04288667330707,0.27887210681578967,-5.45,-8.55
2022-03-09,2021,Milwaukee Bucks,Atlanta Hawks,124,115,9,Fiserv Forum,43.0451,-87.9182,17341.0,milwaukee bucks,1598.8627879885519,1533.2777356819477,65.58505230660421,0.593279139642591,4.51,4.49
2022-03-09,2021,Miami Heat,Phoenix Suns,90,111,-21,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1638.8303545473711,1679.7802676923448,-40.94991314497361,0.44133971812292044,-0.09,-20.91
2022-03-09,2021,Minnesota Timberwolves,Oklahoma City Thunder,132,102,30,Target Center,44.979444444444,-93.276111111111,19356.0,minnesota timberwolves,1584.3583704980751,1335.8237784867558,248.53459201131932,0.8070072636992288,12.41,17.59
2022-03-09,2021,Detroit Pistons,Chicago Bulls,108,114,-6,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1328.3074292892227,1523.472504318577,-195.16507502935428,0.2453699641519709,-6.75,0.75
2022-03-09,2021,New Orleans Pelicans,Orlando Magic,102,108,-6,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1524.1476311844606,1339.2898281560228,184.85780302843773,0.7434784404013405,9.66,-15.66
2022-03-10,2021,Philadelphia 76ers,Brooklyn Nets,100,129,-29,Xfinity Mobile Arena,39.90115,-75.17197,20328.0,philadelphia 76ers,1596.0764919652813,1455.9006259359312,140.17586602935012,0.6914521786192002,7.73,-36.73
2022-03-10,2021,Denver Nuggets,Golden State Warriors,102,113,-11,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1586.9777952022305,1617.2152083898077,-30.237413187577204,0.4565943977237294,0.37,-11.37
2022-03-11,2021,Memphis Grizzlies,New York Knicks,118,114,4,FedExForum,35.138333333333,-90.050555555556,18119.0,memphis grizzlies,1631.5786500612671,1467.3556257223145,164.22302433895265,0.7201777989774286,8.77,-4.77
2022-03-11,2021,Houston Rockets,Dallas Mavericks,100,113,-13,Toyota Center,29.750833333333,-95.362222222222,18023.0,houston rockets,1293.7432115531253,1602.5848165046991,-308.8416049515738,0.14457065025855748,-11.66,-1.34
2022-03-11,2021,Miami Heat,Cleveland Cavaliers,117,105,12,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1624.3455926932506,1552.7552748236217,71.59031786962896,0.601592989389622,4.77,7.23
2022-03-11,2021,New Orleans Pelicans,Charlotte Hornets,120,142,-22,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1514.1307558624308,1480.9601872530552,33.17056860937555,0.5475917734371663,3.11,-25.11
2022-03-11,2021,Atlanta Hawks,LA Clippers,112,106,6,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1525.7545590355803,1479.6549593077461,46.099599727834175,0.5659560497687234,3.67,2.33
2022-03-11,2021,Boston Celtics,Detroit Pistons,114,103,11,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1658.6767718986982,1325.025141215284,333.65163068341417,0.8722112537693575,16.09,-5.09
2022-03-11,2021,San Antonio Spurs,Utah Jazz,104,102,2,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1457.038529829248,1611.2034601200794,-154.1649302908313,0.291637437972581,-4.98,6.98
2022-03-11,2021,Los Angeles Lakers,Washington Wizards,122,109,13,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1371.048705295735,1415.6839485616183,-44.63524326588322,0.43611579814034934,-0.25,13.25
2022-03-11,2021,Phoenix Suns,Toronto Raptors,112,117,-5,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1694.2650295464653,1534.1182608979461,160.14676864851913,0.7154247909037758,8.59,-13.59
2022-03-11,2021,Orlando Magic,Minnesota Timberwolves,118,110,8,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1349.3067034780527,1591.398231564081,-242.09152808602835,0.19883511533649975,-8.78,16.78
2022-03-12,2021,Utah Jazz,Sacramento Kings,134,125,9,Delta Center,40.768333,-111.901111,19911.0,utah jazz,1605.1096035700305,1359.1903148167225,245.9192887533079,0.8046516728159625,12.3,-3.3
2022-03-12,2021,Denver Nuggets,Toronto Raptors,115,127,-12,Ball Arena,39.748611111111,-105.0075,19155.0,denver nuggets,1577.1598356710995,1543.0441277381788,34.115707932920714,0.5489392630625783,3.15,-15.15
2022-03-12,2021,Miami Heat,Minnesota Timberwolves,104,113,-9,Kaseya Center,25.781388888889,-80.188055555556,16500.0,miami heat,1633.1152349250667,1579.2105995013271,53.90463542373959,0.5769584921231262,4.01,-13.01
2022-03-12,2021,Chicago Bulls,Cleveland Cavaliers,101,91,10,United Center,41.880555555556,-87.674166666667,23500.0,chicago bulls,1526.7547923925156,1543.9856325918056,-17.230840199290014,0.475223138020941,0.93,9.07
2022-03-12,2021,Golden State Warriors,Milwaukee Bucks,122,109,13,Chase Center,37.767833333333,-122.38738888889,18000.0,golden state warriors,1627.0331679209387,1606.3859646349192,20.647203286019476,0.5296787842297273,2.57,10.43
2022-03-12,2021,San Antonio Spurs,Indiana Pacers,108,119,-11,Frost Bank Center,29.426944444444,-98.4375,18581.0,san antonio spurs,1463.132386379297,1385.9290482019646,77.2033381773324,0.6093112798328736,5.01,-16.01
2022-03-12,2021,Portland Trail Blazers,Washington Wizards,127,118,9,Moda Center,45.531666666667,-122.66666666667,20636.0,portland trail blazers,1356.157425815578,1402.3420623234322,-46.184636507854066,0.4339237058233829,-0.32,9.32
2022-03-13,2021,Detroit Pistons,LA Clippers,102,106,-4,Little Caesars Arena,42.3412,-83.0549,20332.0,detroit pistons,1322.80380585129,1473.1810280491102,-150.37722219782017,0.29616215398965107,-4.82,0.82
2022-03-13,2021,Phoenix Suns,Los Angeles Lakers,140,111,29,Mortgage Matchup Center,33.445833333333,-112.07138888889,19023.0,phoenix suns,1685.3391627062326,1384.3905915339212,300.9485711723114,0.849719051421425,14.68,14.32
2022-03-13,2021,Atlanta Hawks,Indiana Pacers,131,128,3,State Farm Arena,33.757222222222,-84.396388888889,19445.0,atlanta hawks,1532.2284902942163,1398.5671813496506,133.6613089445657,0.6833946236394476,7.45,-4.45
2022-03-13,2021,Oklahoma City Thunder,Memphis Grizzlies,118,125,-7,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1328.78391742075,1634.7070440456432,-305.92312662489326,0.14666075105531376,-11.54,4.54
2022-03-13,2021,Brooklyn Nets,New York Knicks,110,107,3,Barclays Center,40.68265,-73.974689,17732.0,brooklyn nets,1482.42780888271,1464.2272317379384,18.200577144771614,0.5261688025844685,2.46,0.54
2022-03-13,2021,New Orleans Pelicans,Houston Rockets,130,105,25,Smoothie King Center,29.948888888889,-90.081944444444,18500.0,new orleans pelicans,1495.4496200677536,1290.9023316312594,204.54728843649423,0.7644923898152507,10.51,14.49
2022-03-13,2021,Orlando Magic,Philadelphia 76ers,114,116,-2,Kia Center,28.539167,-81.383611,18846.0,orlando magic,1361.4943355408066,1569.5493090185025,-208.05497347769597,0.23189162614638884,-7.31,5.31
2022-03-13,2021,Boston Celtics,Dallas Mavericks,92,95,-3,TD Garden,42.366302777778,-71.062227777778,18624.0,boston celtics,1660.8981072626923,1605.425696426565,55.47241083612721,0.5791597079305072,4.07,-7.07
2022-03-14,2021,Oklahoma City Thunder,Charlotte Hornets,116,134,-18,Paycom Center,35.463333,-97.515,18203.0,oklahoma city thunder,1326.8014570527569,1499.6413230477324,-172.83986599497553,0.2699362089699239,-5.79,-12.21
2022-03-14,2021,Los Angeles Lakers,Toronto Raptors,103,114,-11,Crypto.com Arena,34.043055555556,-118.26722222222,19060.0,los angeles lakers,1379.2227967577653,1555.4798750543325,-176.25707829656722,0.2660772099948434,-5.94,-5.06
