date,season,home_team,away_team,home_pts,away_pts,home_diff,arena,lat,lon,capacity,elev_m,home_elev_m,away_elev_m,delta_elev,home_capacity,away_capacity,home_rest_days,away_rest_days,home_b2b,away_b2b,rest_delta,elo_home_pre,elo_away_pre,elo_delta_pre,elo_exp_home_win,expected_margin_neutral,residual_margin
2021-11-24,2021,Boston Celtics,Brooklyn Nets,104,123,-19,,,,,,,,,,,2.0,2.0,False,False,0.0,1537.336813480096,1559.9079610238948,-22.571147543798816,0.46756312747428114,0.6,-19.6
2021-11-24,2021,Milwaukee Bucks,Detroit Pistons,114,93,21,,,,,,,184.0,,,20332.0,2.0,1.0,False,True,1.0,1524.7715952678002,1410.9683331666608,113.80326210113935,0.6581597672740456,6.2,14.8
2021-11-24,2021,Memphis Grizzlies,Toronto Raptors,113,126,-13,,,,,,,,,,,2.0,3.0,False,False,-1.0,1561.0803720810343,1495.6498896928672,65.43048238816709,0.5930644197806595,4.22,-17.22
2021-11-24,2021,Indiana Pacers,Los Angeles Lakers,116,124,-8,,,,,,,,,,,2.0,1.0,False,True,1.0,1525.4300018552349,1445.2246096245426,80.20539223069227,0.6134172320034809,4.82,-12.82
2021-11-24,2021,Minnesota Timberwolves,Miami Heat,113,101,12,,,,,,,,,,,2.0,1.0,False,True,1.0,1419.1468650553763,1557.9685577117334,-138.82169265635707,0.31021338425322637,-4.16,16.16
2021-11-24,2021,Houston Rockets,Chicago Bulls,118,113,5,,,,,,,,,,,2.0,2.0,False,False,0.0,1361.495733027432,1621.209194336058,-259.71346130862617,0.18316782311007912,-9.12,14.12
2021-11-24,2021,Orlando Magic,Charlotte Hornets,99,106,-7,,,,,,,,,,,2.0,2.0,False,False,0.0,1392.991012417176,1468.8252852764974,-75.83427285932135,0.39256640199843185,-1.58,-5.42
2021-11-24,2021,Oklahoma City Thunder,Utah Jazz,104,110,-6,,,,,,,,,,,2.0,2.0,False,False,0.0,1389.1678271314784,1583.8260811698856,-194.65825403840722,0.24591057931039606,-6.46,0.46
2021-11-24,2021,San Antonio Spurs,Atlanta Hawks,106,124,-18,,,,,,,,,,,2.0,2.0,False,False,0.0,1406.7297204353717,1514.0042422727815,-107.2745218374098,0.35034529187339497,-2.87,-15.13
2021-11-24,2021,Golden State Warriors,Philadelphia 76ers,116,96,20,,,,,,,,,,,3.0,2.0,False,False,1.0,1650.8861081708976,1519.3039563313982,131.58215183949937,0.6807993571145874,6.93,13.07
2021-11-24,2021,Sacramento Kings,Portland Trail Blazers,125,121,4,,,,,,,,,,,2.0,1.0,False,True,1.0,1450.160683517042,1494.637863783887,-44.47718026684515,0.43633956866325063,-0.29,4.29
2021-11-26,2021,LA Clippers,Detroit Pistons,107,96,11,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,184.0,-96.0,19060.0,20332.0,3.0,0.0,False,True,3.0,1442.799409041758,1400.3484634421916,42.45094559956647,0.5607896160152519,3.27,7.73
2021-11-26,2021,Orlando Magic,Chicago Bulls,88,123,-35,,,,,,,,,,,2.0,2.0,False,False,0.0,1386.763671649995,1611.6902443560105,-224.92657270601535,0.2150446032205286,-7.7,-27.3
2021-11-26,2021,Memphis Grizzlies,Atlanta Hawks,100,132,-32,,,,,,,,,,,2.0,2.0,False,False,0.0,1547.2698944205704,1523.832641064766,23.437253355804387,0.5336778500067841,2.49,-34.49
2021-11-26,2021,New York Knicks,Phoenix Suns,97,118,-21,,,,,,,,,,,3.0,2.0,False,False,1.0,1508.1081240969002,1598.226546669447,-90.11842257254693,0.37314145134947263,-2.17,-18.83
2021-11-26,2021,Denver Nuggets,Milwaukee Bucks,109,120,-11,,,,,,,,,,,3.0,2.0,False,False,1.0,1492.032217456399,1535.3914649922694,-43.35924753587051,0.4379229662288775,-0.25,-10.75
2021-11-26,2021,Indiana Pacers,Toronto Raptors,114,97,17,,,,,,,,,,,2.0,2.0,False,False,0.0,1514.9628105581717,1509.460367353331,5.502443204840574,0.507917990325287,1.76,15.24
2021-11-26,2021,Charlotte Hornets,Minnesota Timberwolves,133,115,18,,,,,,,,,,,2.0,2.0,False,False,0.0,1475.0526260436784,1433.5952739721968,41.45735207148164,0.5593803698674424,3.23,14.77
2021-11-26,2021,Oklahoma City Thunder,Washington Wizards,99,101,-2,,,,,,,,,,,2.0,2.0,False,False,0.0,1385.8771532627436,1507.8591138102227,-121.98196054747905,0.33132804977941366,-3.47,1.47
2021-11-26,2021,San Antonio Spurs,Boston Celtics,96,88,8,,,,,,,,,,,2.0,2.0,False,False,0.0,1396.9013216433873,1522.8165307617376,-125.91520911835028,0.3263311055084559,-3.64,11.64
2021-11-26,2021,Utah Jazz,New Orleans Pelicans,97,98,-1,,,,,,,,,,,2.0,2.0,False,False,0.0,1587.1167550386203,1496.9802550127781,90.13650002584222,0.6268828891934596,5.23,-6.23
2021-11-26,2021,Golden State Warriors,Portland Trail Blazers,118,103,15,,,,,,,,,,,2.0,2.0,False,False,0.0,1660.3473481304009,1487.7532381892524,172.59410994114842,0.7297849073021024,8.61,6.39
2021-11-26,2021,Los Angeles Lakers,Sacramento Kings,137,141,-4,,,,,,,,,,,2.0,2.0,False,False,0.0,1455.6918009216058,1457.0453091116765,-1.35350819007067,0.49805215499028477,1.48,-5.48
2021-11-27,2021,Atlanta Hawks,New York Knicks,90,99,-9,,,,,,,,,,,1.0,1.0,True,True,0.0,1547.8449989835067,1496.3109481251172,51.53405085838949,0.5736243179277343,3.65,-12.65
2021-11-27,2021,Chicago Bulls,Miami Heat,104,107,-3,,,,,,,,,,,1.0,3.0,True,False,-2.0,1620.612276230212,1543.520148794913,77.09212743529906,0.6091588735383203,4.69,-7.69
2021-11-27,2021,Utah Jazz,New Orleans Pelicans,127,105,22,,,,,,,,,,,1.0,1.0,True,True,0.0,1582.3899888701785,1501.70702118122,80.68296768895857,0.6140689511741854,4.84,17.16
2021-11-27,2021,Houston Rockets,Charlotte Hornets,146,143,3,,,,,,,,,,,3.0,1.0,False,True,2.0,1371.0146830074796,1488.0434875742762,-117.02880456679668,0.3376751175194735,-3.27,6.27
2021-11-27,2021,Cleveland Cavaliers,Orlando Magic,105,92,13,,,,,,,,,,,3.0,1.0,False,True,2.0,1547.5424464076589,1377.8416397757935,169.70080663186536,0.7264879801912899,8.49,4.51
2021-11-27,2021,Philadelphia 76ers,Minnesota Timberwolves,120,121,-1,,,,,,,,,,,3.0,1.0,False,True,2.0,1509.842716371895,1420.604412441599,89.23830393029607,0.6256727300636089,5.19,-6.19
2021-11-27,2021,Dallas Mavericks,Washington Wizards,114,120,-6,,,,,,,,,,,4.0,1.0,False,True,3.0,1515.7291806756898,1510.77630270667,4.95287796901971,0.507127281566054,1.73,-7.73
2021-11-27,2021,Brooklyn Nets,Phoenix Suns,107,113,-6,,,,,,,,,,,3.0,1.0,False,True,2.0,1574.4282437422532,1610.02372264123,-35.59547889897681,0.44895246860736343,0.07,-6.07
2021-11-28,2021,Memphis Grizzlies,Sacramento Kings,128,101,27,,,,,,,,,,,2.0,2.0,False,False,0.0,1523.2575365018297,1463.338225845934,59.91931065589574,0.5853859482944295,3.99,23.01
2021-11-28,2021,LA Clippers,Golden State Warriors,90,105,-15,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,,,19060.0,,0.0,0.0,True,True,0.0,1502.0798522550265,1666.7406519865972,-164.6607997315707,0.2793146405335357,-5.22,-9.78
2021-11-28,2021,Toronto Raptors,Boston Celtics,97,109,-12,,,,,,,,,,,2.0,2.0,False,False,0.0,1495.1080288977798,1511.7031110292426,-16.595082131462732,0.47613590249975596,0.85,-12.85
2021-11-28,2021,Indiana Pacers,Milwaukee Bucks,100,118,-18,,,,,,,,,,,2.0,2.0,False,False,0.0,1529.315149013723,1544.7124052183306,-15.39725620460763,0.47785606200550523,0.9,-18.9
2021-11-28,2021,Los Angeles Lakers,Detroit Pistons,110,106,4,,,,,,,184.0,,,20332.0,2.0,2.0,False,False,0.0,1449.3988841873484,1341.0680202289232,108.3308639584252,0.6510374553555663,5.98,-1.98
2021-11-29,2021,Miami Heat,Denver Nuggets,111,120,-9,,,,,,,,,,,2.0,3.0,False,False,-1.0,1549.9356301570338,1482.7112772303378,67.22435292669593,0.5955541558410804,4.29,-13.29
2021-11-29,2021,Minnesota Timberwolves,Indiana Pacers,100,98,2,,,,,,,,,,,2.0,1.0,False,True,1.0,1425.3252178894325,1514.9362910933035,-89.611073203871,0.3738248380078934,-2.15,4.15
2021-11-29,2021,Utah Jazz,Portland Trail Blazers,129,107,22,,,,,,,,,,,2.0,3.0,False,False,-1.0,1595.0859584704629,1481.3599343330561,113.72602413740674,0.6580597277646915,6.2,15.8
2021-11-29,2021,San Antonio Spurs,Washington Wizards,116,99,17,,,,,,,,,,,3.0,2.0,False,False,1.0,1408.0147413758823,1518.5883040369922,-110.57356266110992,0.3460352974730569,-3.01,20.01
2021-11-29,2021,Chicago Bulls,Charlotte Hornets,133,119,14,,,,,,,,,,,2.0,2.0,False,False,0.0,1614.1967948680913,1481.2718586551437,132.9249362129476,0.6824767554134691,6.98,7.02
2021-11-29,2021,Philadelphia 76ers,Orlando Magic,101,96,5,,,,,,,,,,,2.0,2.0,False,False,0.0,1505.1219109240615,1371.940249740963,133.1816611830984,0.6827969175860056,6.99,-1.99
2021-11-29,2021,Houston Rockets,Oklahoma City Thunder,102,89,13,,,,,,,,,,,2.0,3.0,False,False,-1.0,1377.7863119266121,1382.9599643662962,-5.1736524396840196,0.49255506590914955,1.32,11.68
2021-11-29,2021,Dallas Mavericks,Cleveland Cavaliers,96,114,-18,,,,,,,,,,,2.0,2.0,False,False,0.0,1507.9171793453677,1553.4438364424893,-45.52665709712164,0.43485430900448324,-0.34,-17.66
2021-11-29,2021,LA Clippers,New Orleans Pelicans,104,123,-19,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,,,19060.0,,0.0,2.0,True,False,-2.0,1458.5182804088452,1489.0110515809356,-30.492771172090443,0.45622970084865966,0.28,-19.28
2021-11-30,2021,Toronto Raptors,Memphis Grizzlies,91,98,-7,,,,,,,,,,,2.0,2.0,False,False,0.0,1484.1723717646787,1539.28907570068,-55.116703936001386,0.42133944530330164,-0.73,-6.27
2021-11-30,2021,Brooklyn Nets,New York Knicks,112,110,2,,,,,,,,,,,3.0,3.0,False,False,0.0,1567.677233291572,1507.035910117157,60.64132317441499,0.5863943463813563,4.02,-2.02
2021-11-30,2021,Portland Trail Blazers,Detroit Pistons,110,92,18,,,,,,,184.0,,,20332.0,1.0,2.0,True,False,-1.0,1470.3836871913386,1337.0061090400939,133.37757815124473,0.6830411296590257,7.0,11.0
2021-11-30,2021,Phoenix Suns,Golden State Warriors,104,96,8,,,,,,,,,,,3.0,2.0,False,False,1.0,1616.7747330919112,1710.3022238327785,-93.52749074086728,0.36856276705443386,-2.31,10.31
2021-11-30,2021,Sacramento Kings,Los Angeles Lakers,92,117,-25,,,,,,,,,,,2.0,2.0,False,False,0.0,1447.3066866470836,1453.4607953761777,-6.154108729094105,0.4911444517314451,1.28,-26.28
2021-12-01,2021,Miami Heat,Cleveland Cavaliers,85,111,-26,,,,,,,,,,,2.0,2.0,False,False,0.0,1538.9332853772698,1566.2244471141005,-27.291161736830645,0.46080544004834856,0.41,-26.41
2021-12-01,2021,Orlando Magic,Denver Nuggets,108,103,5,,,,,,,,,,,2.0,2.0,False,False,0.0,1367.9055714499586,1493.7136220101017,-125.8080505601431,0.3264667287250036,-3.63,8.63
2021-12-01,2021,Indiana Pacers,Atlanta Hawks,111,114,-3,,,,,,,,,,,2.0,4.0,False,False,-2.0,1509.2898882879163,1537.1200369914668,-27.83014870355055,0.46003463615108536,0.39,-3.39
2021-12-01,2021,Boston Celtics,Philadelphia 76ers,88,87,1,,,,,,,,,,,3.0,2.0,False,False,1.0,1522.6387681623437,1509.1565892150659,13.482178947277816,0.5193926822130366,2.08,-1.08
2021-12-01,2021,Oklahoma City Thunder,Houston Rockets,110,114,-4,,,,,,,,,,,2.0,2.0,False,False,0.0,1370.5759958764381,1390.1702804164702,-19.59428454003205,0.47183141590163896,0.73,-4.73
2021-12-01,2021,Washington Wizards,Minnesota Timberwolves,115,107,8,,,,,,,,,,,2.0,2.0,False,False,0.0,1500.987398099796,1430.9716206948196,70.01577740497646,0.5994186047266599,4.4,3.6
2021-12-01,2021,New Orleans Pelicans,Dallas Mavericks,107,139,-32,,,,,,,,,,,2.0,2.0,False,False,0.0,1570.2704138053873,1495.1365686737565,75.13384513163078,0.6064717232157115,4.61,-36.61
2021-12-01,2021,Milwaukee Bucks,Charlotte Hornets,127,125,2,,,,,,,,,,,3.0,2.0,False,False,1.0,1559.09126313875,1473.8891658383402,85.20209730040983,0.6202154260707115,5.03,-3.03
2021-12-01,2021,LA Clippers,Sacramento Kings,115,124,-9,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,,,19060.0,,2.0,0.0,False,True,2.0,1377.2589181843935,1428.5666045339594,-51.307686349565984,0.42669441403713154,-0.57,-8.43
2021-12-02,2021,New York Knicks,Chicago Bulls,115,119,-4,,,,,,,,,,,2.0,3.0,False,False,-1.0,1503.2238709113067,1621.5794876848947,-118.35561677358805,0.3359690544782059,-3.33,-0.67
2021-12-02,2021,Toronto Raptors,Milwaukee Bucks,97,93,4,,,,,,,,,,,2.0,1.0,False,True,1.0,1477.3825008733993,1562.5271991207633,-85.14469824736398,0.37986240581567676,-1.96,5.96
2021-12-02,2021,Memphis Grizzlies,Oklahoma City Thunder,152,79,73,,,,,,,,,,,2.0,1.0,False,True,1.0,1546.0789465919595,1364.7000326017824,181.37891399017713,0.7396405134385585,8.97,64.03
2021-12-02,2021,Phoenix Suns,Detroit Pistons,114,103,11,,,,,,,184.0,,,20332.0,2.0,2.0,False,False,0.0,1627.4425738158382,1328.2820949349846,299.1604788808536,0.848399922601581,13.8,-2.8
2021-12-02,2021,Portland Trail Blazers,San Antonio Spurs,83,114,-31,,,,,,,,,,,2.0,3.0,False,False,-1.0,1479.1077012964479,1425.6156473130784,53.49205398336949,0.5763787002564962,3.73,-34.73
2021-12-03,2021,Los Angeles Lakers,LA Clippers,115,119,-4,,,,,,,88.0,,,19060.0,0.0,0.0,True,True,0.0,1472.2008774893018,1325.2453045756017,146.95557291370005,0.6997156709394132,7.56,-11.56
2021-12-03,2021,Golden State Warriors,Phoenix Suns,118,96,22,,,,,,,,,,,3.0,1.0,False,True,2.0,1699.6343831088516,1630.1364906725482,69.49789243630335,0.5987025628657069,4.38,17.62
2021-12-03,2021,Houston Rockets,Orlando Magic,118,116,2,,,,,,,,,,,2.0,2.0,False,False,0.0,1396.046243691126,1376.5185217739931,19.527721917132794,0.5280730957841827,2.33,-0.33
2021-12-03,2021,Atlanta Hawks,Philadelphia 76ers,96,98,-2,,,,,,,,,,,2.0,2.0,False,False,0.0,1542.1517648724025,1505.312902375136,36.83886249726652,0.5528175985868291,3.04,-5.04
2021-12-03,2021,Indiana Pacers,Miami Heat,104,113,-9,,,,,,,,,,,2.0,2.0,False,False,0.0,1504.2581604069806,1521.1494743830206,-16.89131397604001,0.4757105791478631,0.84,-9.84
2021-12-03,2021,Brooklyn Nets,Minnesota Timberwolves,110,105,5,,,,,,,,,,,3.0,2.0,False,False,1.0,1571.4892724974225,1424.083439762933,147.40583273448942,0.7002599832611256,7.58,-2.58
2021-12-03,2021,Washington Wizards,Cleveland Cavaliers,101,116,-15,,,,,,,,,,,2.0,2.0,False,False,0.0,1507.8755790316827,1584.0082581083498,-76.13267907666705,0.39215686300779884,-1.59,-13.41
2021-12-03,2021,Dallas Mavericks,New Orleans Pelicans,91,107,-16,,,,,,,,,,,2.0,2.0,False,False,0.0,1521.3596662534824,1544.0473162256615,-22.687649972179088,0.4673961762568429,0.6,-16.6
2021-12-03,2021,Utah Jazz,Boston Celtics,137,130,7,,,,,,,,,,,4.0,2.0,False,False,2.0,1606.0622056121802,1526.4824550022736,79.57975060990657,0.6125628408241496,4.8,2.2
2021-12-04,2021,Golden State Warriors,San Antonio Spurs,107,112,-5,,,,,,,,,,,1.0,2.0,True,False,-1.0,1712.9477664610986,1450.3705608722844,262.5772055888142,0.8192857542565954,12.3,-17.3
2021-12-04,2021,New York Knicks,Denver Nuggets,99,113,-14,,,,,,,,,,,2.0,3.0,False,False,-1.0,1499.3418535331234,1485.1006716860672,14.241181847056168,0.5204832379108046,2.12,-16.12
2021-12-04,2021,Milwaukee Bucks,Miami Heat,124,102,22,,,,,,,,,,,2.0,1.0,False,True,1.0,1555.1834657280062,1530.2869702430767,24.896495484929574,0.5357677373875315,2.55,19.45
2021-12-04,2021,Sacramento Kings,LA Clippers,104,99,5,,,,,,,88.0,,,19060.0,3.0,1.0,False,True,2.0,1480.5802181427512,1384.507152712264,96.07306543048708,0.6348408428449688,5.47,-0.47
2021-12-04,2021,Dallas Mavericks,Memphis Grizzlies,90,97,-7,,,,,,,,,,,1.0,2.0,True,False,-1.0,1508.4520825102625,1565.458707300919,-57.00662479065659,0.41868923989181084,-0.81,-6.19
2021-12-04,2021,Brooklyn Nets,Chicago Bulls,107,111,-4,,,,,,,,,,,1.0,2.0,True,False,-1.0,1575.2630206241038,1625.461505063078,-50.19848443897422,0.4282570984679405,-0.53,-3.47
2021-12-04,2021,Portland Trail Blazers,Boston Celtics,117,145,-28,,,,,,,,,,,2.0,1.0,False,True,1.0,1454.352787737242,1520.3537936465732,-66.0010059093313,0.40614321815205623,-1.18,-26.82
2021-12-05,2021,Cleveland Cavaliers,Utah Jazz,108,109,-1,,,,,,,,,,,2.0,2.0,False,False,0.0,1593.9616153526638,1612.1908669678805,-18.229251615216754,0.4737900447497886,0.78,-1.78
2021-12-05,2021,Toronto Raptors,Washington Wizards,102,90,12,,,,,,,,,,,3.0,2.0,False,False,1.0,1484.7262342661563,1497.9222217873687,-13.195987521212373,0.4810185738358648,0.99,11.01
2021-12-05,2021,Atlanta Hawks,Charlotte Hornets,127,130,-3,,,,,,,,,,,2.0,4.0,False,False,-2.0,1536.9624211136286,1470.453229856327,66.50919125730161,0.5945621554912797,4.26,-7.26
2021-12-05,2021,Houston Rockets,New Orleans Pelicans,118,108,10,,,,,,,,,,,2.0,2.0,False,False,0.0,1400.5366671377478,1556.9548999688814,-156.41823283113354,0.28896507264142574,-4.89,14.89
2021-12-06,2021,Minnesota Timberwolves,Atlanta Hawks,110,121,-11,,,,,,,,,,,3.0,1.0,False,True,2.0,1420.3096916362517,1530.6503321314653,-110.34064049521362,0.34633877799717816,-3.0,-8.0
2021-12-06,2021,Phoenix Suns,San Antonio Spurs,108,104,4,,,,,,,,,,,3.0,2.0,False,False,1.0,1616.8231073203012,1459.9000273566462,156.92307996365503,0.7116316675696763,7.97,-3.97
2021-12-06,2021,Chicago Bulls,Denver Nuggets,109,97,12,,,,,,,,,,,2.0,2.0,False,False,0.0,1630.6692786195854,1498.3384375960882,132.33084102349721,0.6817351962538413,6.96,5.04
2021-12-06,2021,Miami Heat,Memphis Grizzlies,90,105,-15,,,,,,,,,,,2.0,2.0,False,False,0.0,1514.3468664807822,1572.1961138795298,-57.84924739874759,0.41750914518238796,-0.84,-14.16
2021-12-06,2021,Detroit Pistons,Oklahoma City Thunder,103,114,-11,Little Caesars Arena,42.3412,-83.0549,20332.0,184.0,184.0,,,20332.0,,4.0,4.0,False,False,0.0,1325.5881780782745,1345.3202718928228,-19.732093814548307,0.47163372629559874,0.72,-11.72
2021-12-06,2021,Charlotte Hornets,Philadelphia 76ers,124,127,-3,,,,,,,,,,,1.0,3.0,True,False,-2.0,1476.7653188384902,1510.50224613391,-33.73692729541972,0.45160068123834757,0.15,-3.15
2021-12-06,2021,Indiana Pacers,Washington Wizards,116,110,6,,,,,,,,,,,3.0,1.0,False,True,2.0,1495.1206645469244,1485.9704351871271,9.150229359797322,0.5131651948795145,1.91,4.09
2021-12-06,2021,Milwaukee Bucks,Cleveland Cavaliers,112,104,8,,,,,,,,,,,2.0,1.0,False,True,1.0,1571.1235694903007,1590.1866331930353,-19.063063702734553,0.4725935428028765,0.75,7.25
2021-12-06,2021,Golden State Warriors,Orlando Magic,126,95,31,,,,,,,,,,,2.0,3.0,False,False,-1.0,1703.4182999767368,1372.0280983273713,331.3902016493655,0.8707532581093582,15.13,15.87
2021-12-06,2021,Portland Trail Blazers,LA Clippers,90,102,-12,,,,,,,88.0,,,19060.0,2.0,0.0,False,True,2.0,1438.3058900058782,1351.1906761147739,87.1152138911043,0.622806012291836,5.1,-17.1
2021-12-07,2021,San Antonio Spurs,New York Knicks,109,121,-12,,,,,,,,,,,1.0,3.0,True,False,-2.0,1456.6593604871812,1486.1040876231027,-29.44472713592154,0.45772678994138594,0.32,-12.32
2021-12-07,2021,Dallas Mavericks,Brooklyn Nets,99,102,-3,,,,,,,,,,,3.0,3.0,False,False,0.0,1501.7146759316518,1570.0552470675964,-68.34057113594463,0.40289910038162263,-1.27,-1.73
2021-12-07,2021,Los Angeles Lakers,Boston Celtics,117,102,15,,,,,,,,,,,4.0,3.0,False,False,1.0,1412.9390293526394,1536.400691377937,-123.46166202529753,0.32944364160217954,-3.53,18.53
2021-12-08,2021,Cleveland Cavaliers,Chicago Bulls,115,92,23,,,,,,,,,,,2.0,2.0,False,False,0.0,1580.7535181274172,1637.3670199121848,-56.61350178476755,0.4192401288324035,-0.79,23.79
2021-12-08,2021,Charlotte Hornets,Philadelphia 76ers,106,110,-4,,,,,,,,,,,2.0,2.0,False,False,0.0,1471.848566874831,1515.418998097569,-43.57043122273808,0.437623755748875,-0.26,-3.74
2021-12-08,2021,Memphis Grizzlies,Dallas Mavericks,96,104,-8,,,,,,,,,,,2.0,1.0,False,True,1.0,1582.9410801202469,1497.4432938071868,85.49778631306003,0.6206162759962455,5.04,-13.04
2021-12-08,2021,New Orleans Pelicans,Denver Nuggets,114,120,-6,,,,,,,,,,,3.0,2.0,False,False,1.0,1543.8386442942306,1491.6406963034888,52.197947990741795,0.5745587629671935,3.67,-9.67
2021-12-08,2021,Detroit Pistons,Washington Wizards,116,119,-3,Little Caesars Arena,42.3412,-83.0549,20332.0,184.0,184.0,,,20332.0,,2.0,2.0,False,False,0.0,1315.3629281826638,1478.496026795165,-163.13309861250127,0.2810883168282874,-5.16,2.16
2021-12-08,2021,Miami Heat,Milwaukee Bucks,113,104,9,,,,,,,,,,,2.0,2.0,False,False,0.0,1503.601900240065,1580.5566845559188,-76.95478431585366,0.3910293746890338,-1.63,10.63
2021-12-08,2021,Indiana Pacers,New York Knicks,122,102,20,,,,,,,,,,,2.0,1.0,False,True,1.0,1502.5950729388865,1496.5113512387989,6.083721700087608,0.508754284603803,1.78,18.22
2021-12-08,2021,Minnesota Timberwolves,Utah Jazz,104,136,-32,,,,,,,,,,,2.0,3.0,False,False,-1.0,1413.3010376244388,1615.965849127509,-202.66481150307027,0.23746422685792332,-6.78,-25.22
2021-12-08,2021,Toronto Raptors,Oklahoma City Thunder,109,110,-1,,,,,,,,,,,3.0,2.0,False,False,1.0,1496.678020866398,1355.5455217884335,141.13249907796444,0.6926257972154846,7.32,-8.32
2021-12-08,2021,Houston Rockets,Brooklyn Nets,114,104,10,,,,,,,,,,,3.0,1.0,False,True,2.0,1413.6529228123986,1574.3266291920613,-160.6737063796627,0.2839580572753717,-5.06,15.06
2021-12-08,2021,Golden State Warriors,Portland Trail Blazers,104,94,10,,,,,,,,,,,2.0,2.0,False,False,0.0,1707.9938408511741,1348.3751660581431,359.618674793031,0.8879660439747953,16.29,-6.29
2021-12-08,2021,Sacramento Kings,Orlando Magic,142,130,12,,,,,,,,,,,4.0,2.0,False,False,2.0,1513.8966947402414,1367.452557452934,146.4441372873075,0.6990967202383268,7.54,4.46
2021-12-08,2021,LA Clippers,Boston Celtics,114,111,3,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,,,19060.0,,2.0,0.0,False,True,2.0,1441.1214000625089,1519.967742921843,-78.84634285933407,0.3884396003632574,-1.7,4.7
2021-12-09,2021,Memphis Grizzlies,Los Angeles Lakers,108,95,13,,,,,,,,,,,1.0,2.0,True,False,-1.0,1572.393013066465,1429.3719778087334,143.02103525773168,0.694935384158732,7.4,5.6
2021-12-09,2021,San Antonio Spurs,Denver Nuggets,123,111,12,,,,,,,,,,,2.0,1.0,False,True,1.0,1446.252096871485,1500.1703264264681,-53.9182295549831,0.4230224079329739,-0.68,12.68
2021-12-09,2021,Philadelphia 76ers,Utah Jazz,96,118,-22,,,,,,,,,,,1.0,1.0,True,True,0.0,1520.7679413013525,1625.3321037116682,-104.5641624103157,0.3539046186447049,-2.76,-19.24
2021-12-10,2021,Oklahoma City Thunder,Los Angeles Lakers,95,116,-21,,,,,,,,,,,2.0,1.0,False,True,1.0,1360.576551763066,1422.663733142113,-62.087181379047024,0.41158848146523175,-1.02,-19.98
2021-12-10,2021,Toronto Raptors,New York Knicks,90,87,3,,,,,,,,,,,2.0,2.0,False,False,0.0,1491.6469908917654,1480.4958254080284,11.151165483737032,0.5160423089578118,1.99,1.01
2021-12-10,2021,Charlotte Hornets,Sacramento Kings,124,123,1,,,,,,,,,,,2.0,2.0,False,False,0.0,1466.4996236710476,1520.1650717184195,-53.66544804737191,0.42337760705966676,-0.67,1.67
2021-12-10,2021,Houston Rockets,Milwaukee Bucks,114,123,-9,,,,,,,,,,,2.0,2.0,False,False,0.0,1426.8216960024795,1569.388978826123,-142.5672828236436,0.3056186440374607,-4.32,-4.68
2021-12-10,2021,Minnesota Timberwolves,Cleveland Cavaliers,106,123,-17,,,,,,,,,,,2.0,2.0,False,False,0.0,1403.9347830402796,1600.8308908879676,-196.89610784768797,0.24352956355987282,-6.55,-10.45
2021-12-10,2021,New Orleans Pelicans,Detroit Pistons,109,93,16,,,,,,,184.0,,,20332.0,2.0,2.0,False,False,0.0,1535.3090141712512,1312.58283423734,222.72617993391123,0.782809573376882,10.67,5.33
2021-12-10,2021,Phoenix Suns,Boston Celtics,111,90,21,,,,,,,,,,,4.0,2.0,False,False,2.0,1620.0637741897663,1472.1706127284451,147.89316146132114,0.7008484711766654,7.6,13.4
2021-12-10,2021,Atlanta Hawks,Brooklyn Nets,105,113,-8,,,,,,,,,,,4.0,2.0,False,False,2.0,1537.6589861432783,1561.1578560019805,-23.498869858702164,0.4662338800649519,0.57,-8.57
2021-12-10,2021,Indiana Pacers,Dallas Mavericks,106,93,13,,,,,,,,,,,2.0,2.0,False,False,0.0,1518.610598769657,1507.9913608609686,10.61923790868832,0.5152775547021794,1.97,11.03
2021-12-11,2021,Washington Wizards,Utah Jazz,98,123,-25,,,,,,,,,,,3.0,2.0,False,False,1.0,1481.276120740489,1636.769242765596,-155.4931220251069,0.2900604734623681,-4.85,-20.15
2021-12-11,2021,LA Clippers,Orlando Magic,106,104,2,Crypto.com Arena,34.043056,-118.267222,19060.0,88.0,88.0,,,19060.0,,3.0,3.0,False,False,0.0,1488.9185302559067,1361.1841804747557,127.73434978115097,0.6759668090770727,6.77,-4.77
2021-12-11,2021,San Antonio Spurs,Denver Nuggets,112,127,-15,,,,,,,,,,,2.0,2.0,False,False,0.0,1459.124521048313,1487.2979022496402,-28.173381201327174,0.45954387960797477,0.37,-15.37
2021-12-11,2021,Philadelphia 76ers,Golden State Warriors,102,93,9,,,,,,,,,,,2.0,3.0,False,False,-1.0,1509.3308022474248,1709.7996011340786,-200.46879888665376,0.2397608348352875,-6.69,15.69
2021-12-11,2021,Miami Heat,Chicago Bulls,118,92,26,,,,,,,,,,,3.0,3.0,False,False,0.0,1514.7696059698608,1617.2896471516344,-102.52004118177365,0.35659979648535317,-2.68,28.68
